Fold,Epsilon,Alpha,Image,Original Pixel Mean,Original Dice Mean,Perturbed Pixel Mean,Perturbed Dice Mean
0,0.0,0.2,13,0.7866363525390625,0.553608796931904,0.7619596208844867,0.4288006284216479
0,0.0,0.5,13,0.7866363525390625,0.553608796931904,0.7619596208844867,0.4288006284216479
0,0.0,1.0,13,0.7866363525390625,0.553608796931904,0.7619596208844867,0.4288006284216479
0,0.01,0.2,13,0.7866363525390625,0.553608796931904,0.761566162109375,0.4286969534113957
0,0.01,0.5,13,0.7866363525390625,0.553608796931904,0.761566162109375,0.4286969534113957
0,0.01,1.0,13,0.7866363525390625,0.553608796931904,0.7615639822823661,0.4286969376409683
0,0.015,0.2,13,0.7866363525390625,0.553608796931904,0.7613776070731026,0.4286492673451837
0,0.015,0.5,13,0.7866363525390625,0.553608796931904,0.7613776070731026,0.4286492673451837
0,0.015,1.0,13,0.7866363525390625,0.553608796931904,0.7613776070731026,0.4286492673451837
0,0.03,0.2,13,0.7866363525390625,0.553608796931904,0.76080322265625,0.4285234500297435
0,0.03,0.5,13,0.7866363525390625,0.553608796931904,0.76080322265625,0.4285227647837519
0,0.03,1.0,13,0.7866363525390625,0.553608796931904,0.7608021327427456,0.4285227409622784
0,0.06,0.2,13,0.7866363525390625,0.553608796931904,0.759735107421875,0.4283705950129404
0,0.06,0.5,13,0.7866363525390625,0.553608796931904,0.759735107421875,0.4283705950129404
0,0.06,1.0,13,0.7866363525390625,0.553608796931904,0.7597318376813617,0.4283708619358039
0,0.1,0.2,13,0.7866363525390625,0.553608796931904,0.758317129952567,0.4282773683380758
0,0.1,0.5,13,0.7866363525390625,0.553608796931904,0.7583160400390625,0.428280589044967
0,0.1,1.0,13,0.7866363525390625,0.553608796931904,0.7583160400390625,0.4282792001593934
0,0.3,0.2,13,0.7866363525390625,0.553608796931904,0.7507716587611607,0.4283745125282026
0,0.3,0.5,13,0.7866363525390625,0.553608796931904,0.7517471313476562,0.4296821127452271
0,0.3,1.0,13,0.7866363525390625,0.553608796931904,0.7520751953125,0.4298565107417979
1,0.0,0.2,13,0.8071038382393974,0.577920508164814,0.7771083286830357,0.4218985444949867
1,0.0,0.5,13,0.8071038382393974,0.577920508164814,0.7771083286830357,0.4218985444949867
1,0.0,1.0,13,0.8071038382393974,0.577920508164814,0.7771083286830357,0.4218985444949867
1,0.01,0.2,13,0.8071038382393974,0.577920508164814,0.7767442975725446,0.4216946462119152
1,0.01,0.5,13,0.8071038382393974,0.577920508164814,0.7767442975725446,0.4216946462119152
1,0.01,1.0,13,0.8071038382393974,0.577920508164814,0.7767442975725446,0.4216946462119152
1,0.015,0.2,13,0.8071038382393974,0.577920508164814,0.7765611921037946,0.4215988895268278
1,0.015,0.5,13,0.8071038382393974,0.577920508164814,0.7765611921037946,0.4215988895268278
1,0.015,1.0,13,0.8071038382393974,0.577920508164814,0.7765611921037946,0.4215988895268278
1,0.03,0.2,13,0.8071038382393974,0.577920508164814,0.7759813581194196,0.4213235186820268
1,0.03,0.5,13,0.8071038382393974,0.577920508164814,0.7759857177734375,0.4213236609833717
1,0.03,1.0,13,0.8071038382393974,0.577920508164814,0.7759813581194196,0.4213235186820268
1,0.06,0.2,13,0.8071038382393974,0.577920508164814,0.7749448503766742,0.4208932021823436
1,0.06,0.5,13,0.8071038382393974,0.577920508164814,0.7749448503766742,0.4208932021823436
1,0.06,1.0,13,0.8071038382393974,0.577920508164814,0.7749448503766742,0.4208932021823436
1,0.1,0.2,13,0.8071038382393974,0.577920508164814,0.7736620221819196,0.4203766120945552
1,0.1,0.5,13,0.8071038382393974,0.577920508164814,0.773667471749442,0.4203868788412922
1,0.1,1.0,13,0.8071038382393974,0.577920508164814,0.7736827305385044,0.4203922863082622
1,0.3,0.2,13,0.8071038382393974,0.577920508164814,0.7671388898577008,0.4190609886164102
1,0.3,0.5,13,0.8071038382393974,0.577920508164814,0.7684620448521206,0.4208396955174694
1,0.3,1.0,13,0.8071038382393974,0.577920508164814,0.7686963762555804,0.4211430968233473
2,0.0,0.2,13,0.85040283203125,0.5993551024756344,0.8179898943219867,0.3709833985982866
2,0.0,0.5,13,0.85040283203125,0.5993551024756344,0.8179898943219867,0.3709833985982866
2,0.0,1.0,13,0.85040283203125,0.5993551024756344,0.8179898943219867,0.3709833985982866
2,0.01,0.2,13,0.85040283203125,0.5993551024756344,0.8178482055664062,0.3708541530033547
2,0.01,0.5,13,0.85040283203125,0.5993551024756344,0.8178482055664062,0.3708541530033547
2,0.01,1.0,13,0.85040283203125,0.5993551024756344,0.8178482055664062,0.3708541512447164
2,0.015,0.2,13,0.85040283203125,0.5993551024756344,0.8177751813616071,0.3707935084907629
2,0.015,0.5,13,0.85040283203125,0.5993551024756344,0.8177751813616071,0.3707935084907629
2,0.015,1.0,13,0.85040283203125,0.5993551024756344,0.8177751813616071,0.370793508364054
2,0.03,0.2,13,0.85040283203125,0.5993551024756344,0.8175898960658482,0.370604943313165
2,0.03,0.5,13,0.85040283203125,0.5993551024756344,0.8175898960658482,0.3706049537469144
2,0.03,1.0,13,0.85040283203125,0.5993551024756344,0.8175898960658482,0.3706049060789042
2,0.06,0.2,13,0.85040283203125,0.5993551024756344,0.8172204153878349,0.3703158775938057
2,0.06,0.5,13,0.85040283203125,0.5993551024756344,0.8172204153878349,0.3703160163262128
2,0.06,1.0,13,0.85040283203125,0.5993551024756344,0.8172204153878349,0.3703160163262128
2,0.1,0.2,13,0.85040283203125,0.5993551024756344,0.8168345860072544,0.3701169851332206
2,0.1,0.5,13,0.85040283203125,0.5993551024756344,0.8168324061802456,0.3701187031817539
2,0.1,1.0,13,0.85040283203125,0.5993551024756344,0.8168324061802456,0.3701187031817539
2,0.3,0.2,13,0.85040283203125,0.5993551024756344,0.8147027151925224,0.3703525814495179
2,0.3,0.5,13,0.85040283203125,0.5993551024756344,0.8151953560965401,0.3718977172715854
2,0.3,1.0,13,0.85040283203125,0.5993551024756344,0.815338134765625,0.3721518973847943
3,0.0,0.2,13,0.8348563058035714,0.5777885394891312,0.8147637503487724,0.3867441212785773
3,0.0,0.5,13,0.8348563058035714,0.5777885394891312,0.8147637503487724,0.3867441212785773
3,0.0,1.0,13,0.8348563058035714,0.5777885394891312,0.8147637503487724,0.3867441212785773
3,0.01,0.2,13,0.8348563058035714,0.5777885394891312,0.8145708356584821,0.3865335705952774
3,0.01,0.5,13,0.8348563058035714,0.5777885394891312,0.8145708356584821,0.3865335705952774
3,0.01,1.0,13,0.8348563058035714,0.5777885394891312,0.8145708356584821,0.3865335705952774
3,0.015,0.2,13,0.8348563058035714,0.5777885394891312,0.8144858224051339,0.3864365403094554
3,0.015,0.5,13,0.8348563058035714,0.5777885394891312,0.8144858224051339,0.3864365387084686
3,0.015,1.0,13,0.8348563058035714,0.5777885394891312,0.8144858224051339,0.3864365387084686
3,0.03,0.2,13,0.8348563058035714,0.5777885394891312,0.8142144339425224,0.3861648275322635
3,0.03,0.5,13,0.8348563058035714,0.5777885394891312,0.8142144339425224,0.3861648275939751
3,0.03,1.0,13,0.8348563058035714,0.5777885394891312,0.8142144339425224,0.3861648275939751
3,0.06,0.2,13,0.8348563058035714,0.5777885394891312,0.8136651175362724,0.3857054590834978
3,0.06,0.5,13,0.8348563058035714,0.5777885394891312,0.8136651175362724,0.3857054590834978
3,0.06,1.0,13,0.8348563058035714,0.5777885394891312,0.8136651175362724,0.3857054590834978
3,0.1,0.2,13,0.8348563058035714,0.5777885394891312,0.8130405970982143,0.3853057262633769
3,0.1,0.5,13,0.8348563058035714,0.5777885394891312,0.8130275181361607,0.3853090960385082
3,0.1,1.0,13,0.8348563058035714,0.5777885394891312,0.8130275181361607,0.3853090960385082
3,0.3,0.2,13,0.8348563058035714,0.5777885394891312,0.8097479684012276,0.3840424226303401
3,0.3,0.5,13,0.8348563058035714,0.5777885394891312,0.8104847499302456,0.3856585973874166
3,0.3,1.0,13,0.8348563058035714,0.5777885394891312,0.8106536865234375,0.386252772138937
4,0.0,0.2,13,0.8349576677594867,0.5863299327549644,0.8209991455078125,0.4070520613849417
4,0.0,0.5,13,0.8349576677594867,0.5863299327549644,0.8209991455078125,0.4070520613849417
4,0.0,1.0,13,0.8349576677594867,0.5863299327549644,0.8209991455078125,0.4070520613849417
4,0.01,0.2,13,0.8349576677594867,0.5863299327549644,0.8208705357142857,0.4069774097448989
4,0.01,0.5,13,0.8349576677594867,0.5863299327549644,0.8208705357142857,0.4069774287808691
4,0.01,1.0,13,0.8349576677594867,0.5863299327549644,0.8208705357142857,0.4069774287808691
