Fold,Epsilon,Alpha,Image,Original Pixel Mean,Original Dice Mean,Perturbed Pixel Mean,Perturbed Dice Mean
4,0.015,0.2,13,0.8349576677594867,0.5863299327549644,0.8208029610770089,0.4069478994708069
4,0.015,0.5,13,0.8349576677594867,0.5863299327549644,0.8208029610770089,0.4069478821217842
4,0.015,1.0,13,0.8349576677594867,0.5863299327549644,0.8208029610770089,0.4069478727385474
4,0.03,0.2,13,0.8349576677594867,0.5863299327549644,0.82061767578125,0.4068434824567629
4,0.03,0.5,13,0.8349576677594867,0.5863299327549644,0.82061767578125,0.4068434946304941
4,0.03,1.0,13,0.8349576677594867,0.5863299327549644,0.82061767578125,0.4068434824567629
4,0.06,0.2,13,0.8349576677594867,0.5863299327549644,0.8201686314174107,0.4067480732314371
4,0.06,0.5,13,0.8349576677594867,0.5863299327549644,0.8201631818498883,0.4067490362187976
4,0.06,1.0,13,0.8349576677594867,0.5863299327549644,0.8201686314174107,0.4067480732314371
4,0.1,0.2,13,0.8349576677594867,0.5863299327549644,0.8195811680385044,0.4067241350964298
4,0.1,0.5,13,0.8349576677594867,0.5863299327549644,0.8195996965680804,0.4067125909284832
4,0.1,1.0,13,0.8349576677594867,0.5863299327549644,0.8195986066545758,0.4067126012879175
4,0.3,0.2,13,0.8349576677594867,0.5863299327549644,0.8167648315429688,0.4072325329064834
4,0.3,0.5,13,0.8349576677594867,0.5863299327549644,0.817335946219308,0.4086189315316808
4,0.3,1.0,13,0.8349576677594867,0.5863299327549644,0.817519051688058,0.4089112880235377
